Unnamed: 0,count,hate_speech,offensive_language,neither,tweet,class,class
13826,3,0,3,0,put pussy vivian bet playing 128514128557128527,1,1.0
23779,3,0,3,0,done clown bitch,1,1.0
12486,3,0,0,3,im feeling totally useless world another baby bird found need tlc call drdolittle httptcotrwmr3hg8v,2,2.0
2948,3,1,2,0,bitch kill yo self,1,1.0
4053,3,1,2,0,doin homework jiggaboo let,1,1.0
12194,3,0,2,1,doesnt affect kids affects faculty staff work schools queer,1,1.0
11354,3,0,3,0,wasnt born lastnight know theses hoes aint right 128080,1,1.0
18958,3,0,3,0,nights like wish ride low chevy hit switch city burning killa bitch,1,1.0
18303,3,0,3,0,hell yea bitch,1,1.0
6217,3,0,0,3,yes true reagan firstike wouldnt president supreme allied commander,2,2.0
5259,3,0,3,0,call bitch,1,1.0
3328,3,0,2,1,yo mind rose colder kim amp way earth kanye bitch give problems wizs,1,1.0
11580,3,0,3,0,im happy aint bitch use,1,1.0
20682,3,0,3,0,whered get beauty scar tough guy eating pussy scarface,1,1.0
10559,3,0,2,1,feel every song hear soundtrack life 1 relationship another keep mind last song pussy control,1,1.0
19798,3,0,3,0,dear everyone using natural deodorant working stinky bitch,1,1.0
17613,3,0,2,1,saw man yellow trench coat amp matching fedora iwatch dick,1,1.0
9479,3,1,2,0,fuck staten island place pussies,1,1.0
25144,3,0,3,0,ugly hoe,1,1.0
2921,6,0,2,4,askim5 would rather drink squirrel pee johnny depps wig charlie chocolate factory,2,2.0
15541,3,0,3,0,liberals threaten life everyday dont mind im total jackass butt hurt pussies right 8230,1,1.0
8869,3,0,3,0,damn oreos would fucking clutch right,1,1.0
15550,3,0,3,0,bruh bitch possessed thot demon httpstco6fa2iixs6m,1,1.0
14180,3,1,2,0,pick city buy condo find fine hoe let time go chea,1,1.0
18408,9,1,8,0,rows hoescurls girlsplanks skanks deep cuts slutsquads broadsno pecs s8230,1,1.0
19562,6,6,0,0,stupid fucking nigger lebron flopping stupid jungle bunny monkey faggot,0,0.0
15678,3,0,3,0,whats wrong bitches breh httptcowcgjoudeue,1,1.0
8947,3,0,0,3,designer belt trash fit still trash,2,2.0
8793,3,0,3,0,cuffing ring finger stay solo relationship letting hoes go,1,1.0
2005,3,0,0,3,8220there time amp place 4 decaf coffee never amp trash httptcozvjroxgndq8221 mommymonday humor via amp,2,2.0
8518,3,0,3,0,call dumb bitch ion even know wtf ebola 9995128514,1,1.0
19475,3,0,2,1,oh bo-stop speech-like give one tinkers damn kidsthe poorany crap spouting-youve prov8230,1,1.0
9370,3,0,3,0,first game first play dat fuck bitch,1,1.0
13751,3,0,3,0,nobody planet earth protective bull dykes,1,1.0
10999,3,0,0,3,love jigg jigg128514,2,2.0
25014,3,0,3,0,big lips ad bitch,1,1.0
20151,3,0,0,3,image peshmerga giving heave-ho isis flag really brightened friday kick sorry butts http8230,2,2.0
22520,6,1,5,0,hoe got 10 seconds get hell outta face set weave fire,1,1.0
8168,3,0,0,3,baseball w birthday reason lol yankee stadium yelp httptco9hifdczwqy,2,2.0
23646,3,0,3,0,yes daryl michone niccasrt got recorded waiting months season premiere,1,1.0
10467,3,0,3,0,dont care hot bitch personality shit shes shit,1,1.0
4584,3,0,3,0,played heimer support biggest faggot ever stupid cheese champion,1,1.0
11546,3,0,3,0,im drunk eat fucking twat,1,1.0
19041,3,0,3,0,stuck middle jungle see bad bitch chillin mango tree httptcoyrpgm7jc1s,1,1.0
4199,3,0,0,3,thought ghetto word babe,2,2.0
2179,3,0,0,3,u-turns yellow 161no aceptar este luz rojo 9835 lights taking long make bilingual 9835,2,2.0
7718,3,0,3,0,say shit like wow uncalled youre really bitch 128514128514 attitude 128175,1,1.0
10984,3,0,3,0,love bad bitches thats fuckin problem,1,1.0
9045,3,0,3,0,dont hit talking bout bitch yo pic get yo ass treated,1,1.0
14375,3,0,3,0,lives home shes little less likely cheat ho,1,1.0
10389,3,0,3,0,cant entertain hoes broke niggas,1,1.0
7514,3,0,3,0,hoe yu came first tf,1,1.0
18893,3,0,3,0,128591 lord please dont let bitch kill vibe,1,1.0
4257,3,0,0,3,starts making monkey faces behind,2,2.0
21690,3,0,3,0,superman ho eyyyy,1,1.0
6573,3,0,3,0,hey guy first name fag,1,1.0
538,3,0,3,0,twitter hacked im pussy admit said want act like never said,1,1.0
7653,3,0,0,3,light tender yellow butter cake classic boiled icing traditionally made burnt sugar httptcoxpqktltnkh,2,2.0
7087,3,0,3,0,text queer bait,1,1.0
23896,3,0,3,0,say bitch bad aint shit,1,1.0
15296,3,0,0,3,woman bird turned woman sky nigeria httptco34dcwjkvef,2,2.0
24127,9,5,4,0,bitch kill yoself go bathroom eat pills bitch em,0,0.0
9931,6,0,0,6,happy birthday pops old negro spiritual 64 today lol,2,2.0
23429,6,0,5,1,bitches amp 128109128111 128139128168 ---,1,1.0
1646,3,0,3,0,8220 fuck bad bitch id rather good girl whos freak 1010 times 1285251285258221,1,1.0
16222,3,0,0,3,kik group called party line old charlie barber always hogging calls,2,2.0
20440,3,0,2,1,8220 trash though8221 httptcodj5kvo7rsr,1,1.0
22895,3,0,0,3,video charlie baker makes final push votes httptco9artp5ymbs,2,2.0
14301,3,0,3,0,quisiera amarte puedo mi mama dijo dont love hoes,1,1.0
3107,3,1,2,0,bitch ass,1,1.0
7399,3,0,0,3,early bird gets worm tomcat,2,2.0
6754,3,0,3,0,bitch called yu back,1,1.0
24410,6,0,6,0,ass mann bro sit shit l128514128514128514 walk like wasnt gone grab bitch bye 999665039,1,1.0
636,3,0,3,0,bitch freak shit,1,1.0
19751,3,0,0,3,pakistani christian couple burnt alive kasur punjab httptcojrxpbsl05y 8230,2,2.0
2423,3,0,0,3,clams comedy writer untrue,2,2.0
17863,3,0,3,0,know youre fucking bitch right lol,1,1.0
173,6,0,6,0,loyal bitch burbs without daddy issues like finding holographic mewtwo sounding like lol,1,1.0
5018,3,0,1,2,got thanks hun ima text u,2,2.0
24007,3,0,3,0,yung nigger move dope,1,1.0
22290,3,0,3,0,lil niggas cant hang big shit poppin bitch big first name,1,1.0
22385,6,0,5,1,houston traffic aint hoe mf must work,1,1.0
15498,3,2,1,0,nigguh chris paul,0,0.0
9607,3,0,3,0,funny 2 see gay men grindr profiles bitch tv privacy rights,1,1.0
8807,3,1,2,0,cut deses bitches like hibachi 998665039,1,1.0
14299,3,1,2,0,quan dino faggot ass niggas aight man,1,1.0
4989,3,2,1,0,ive knowing fag,0,0.0
24103,3,0,0,3,5am cuz cat meowed nocturnal bird ultimate toughbreak,2,2.0
4597,6,0,6,0,apparently many bitches seen,1,1.0
2191,3,0,1,2,bo1 bruh lol retired mw2 everything trash afterwards,2,2.0
22679,3,1,2,0,today heard boss say motherfucker bitch like funny bc asian accent,1,1.0
20787,6,0,6,0,youre stressing someone realize got hoes 128514128557128175 httpstcopfmrduhoxb,1,1.0
6289,3,0,3,0,big bro thought house partys pajama jam like bitch httptcodjuvhsby84,1,1.0
15143,3,0,3,0,sucking dick amp eating pussy apart sex think nasty maybe ass young fucking the8230,1,1.0
13251,3,2,1,0,must light skin hoe 8220 lmfao wtf mean af 1285571285578220 wasnt ready bruh rip httptcoljrqrdbmfi82218221,0,0.0
508,3,0,3,0,im probably main bitch chocolate dipped cinnamon apple,1,1.0
21723,3,0,3,0,tmz hoes httptcoj0lwd4s9d5,1,1.0
7271,3,1,2,0,greta let fag thought cool,1,1.0
8038,9,0,9,0,girlfriend gotta accept fact hoes gone face boyfriend better let hoes know wassup,1,1.0
7169,3,2,1,0,ugly white bitch,0,0.0
3805,3,0,3,0,playin pussy hole bingoshe drawing next number,1,1.0
23464,3,0,0,3,working saturday birds fml,2,2.0
17463,3,0,1,2,6000 peopleday deported warsaw ghetto packed cattle cars rail trip treblinka death camp htt8230,2,2.0
16332,3,0,3,0,milf sexy ass mom 35 youre 20 youre bitch baby,1,1.0
13168,3,0,3,0,miley cyrus got hardest song club 128514128514128514128514 js aint feet tho hoes love boots 999665039999665039999665039,1,1.0
5016,3,0,3,0,lol naw bitch sociopath,1,1.0
10323,3,2,1,0,sayin im done drinkin everyday one friends hit like gotta case faggots turn free beer,0,0.0
21042,6,0,6,0,stop texting hoes good morning,1,1.0
3303,3,0,3,0,bro bitch really stood like gonna give penny,1,1.0
19313,3,0,3,0,never hurt girlfriend make hoe happy 128175 djmemphis10,1,1.0
10203,6,1,5,0,stay faithful room full hoes,1,1.0
11253,3,1,2,0,think funny hoes talk bout faithful,1,1.0
11292,3,0,3,0,wanna apologize bitch day way emotions set,1,1.0
1357,3,0,3,0,8220 null bruh alive thats hans bitch died8221oh well fbd 128514,1,1.0
4301,3,2,1,0,ugly gay nigga bitch fucking peace shit,0,0.0
8960,3,0,3,0,dick little ugly hoes tryna find,1,1.0
18539,3,0,3,0,mj fav bitch nigga httptcoy4yic38qws,1,1.0
21833,3,0,3,0,bitch corn fed,1,1.0
7518,3,1,2,0,gabby called yesterday call bitch cried,1,1.0
13263,3,0,3,0,moor friendsno black friendsbut moor friends said nigger came nigeriayou loststop tagging,1,1.0
6656,3,0,3,0,sorry dont know tell get pussy ass twitter,1,1.0
14641,6,0,6,0,ima beat yo lil young ass quick plyin hoe128074128514128514,1,1.0
2867,3,0,0,3,didnt think knew bird couldnt tamed cajuncharm,2,2.0
4115,3,0,3,0,witches took hoe,1,1.0
11336,3,0,3,0,grown time turned 16 wit grandma nigguh,1,1.0
3878,3,0,3,0,dont get twisted said aint playin ny state mind bitches around clicks link,1,1.0
16403,3,0,2,1,bitch pull hair win lol tweet lose,1,1.0
16383,6,0,6,0,bitches see picture couple walking stairs together caption goals 128525128588 bitch going8230,1,1.0
9204,3,0,2,1,europeans taste-test americas white trash snacks via httptcotn2m01a1iq 127839this hilarious foodie-ish,1,1.0
22671,3,0,2,1,tires fly mash gas motor hot hoes fast,1,1.0
5458,3,0,2,1,look said lls new era girl bye kill bitches w kindness ampamp wht cousin,1,1.0
13233,3,0,3,0,mother asked wanted christmas year replied go crazy sister bitch,1,1.0
1372,3,0,0,3,8220 uncle charlie got thru lip singing8221haha,2,2.0
3141,3,0,3,0,likes back dare free fo cause whitey pay da fee,1,1.0
19480,3,0,0,3,start another yellow jacket season tonight jacket fans gtvt1,2,2.0
5218,3,0,0,3,hey ill leave abbey oh get job slope might move back cause id lose lots money buying tickets,2,2.0
12609,3,0,1,2,laat zihni ozdil met rust jullie gemene trollen hoe durven jullie zijn mening twijfel te nemen zijn zegje wet enkuchkuch water,2,2.0
1490,3,1,2,0,8220 spitting people shows werent raised right another words bitch nigga trait8221,1,1.0
10871,3,0,0,3,saw man actual conversation bird haha,2,2.0
16351,3,1,2,0,1234 many niggers store knowwwww stealing 128514128514128514 vine still weak,1,1.0
5872,3,0,1,2,crystal probably person world interested poor black hillbillyjamaicapoor white hillbillywv idea,2,2.0
17882,3,0,3,0,thought enough hair ponytail bitch httptcopwflbd3e,1,1.0
20288,3,0,0,3,republican rick scott reelected flgov defeating democrat charlie crist httptcooevmkoqh9s httptcohi56c9n8230,2,2.0
3035,3,0,3,0,pussy,1,1.0
19414,3,0,2,1,found marehood code horse pussy brony mlp httptcoycqtmm3lid,1,1.0
11385,3,0,3,0,wish hoes didnt bore mei wouldnt problem would shop hoes r us every day,1,1.0
18294,4,0,4,0,hits bluntbruh tells go text hoes shes one hoes keep texting httptco8230,1,1.0
22762,3,0,0,3,turn magic colored light longexposure lightwriting httptcoum8lbsd6p9,2,2.0
4849,3,1,2,0,know youre calling fag,1,1.0
1878,3,0,3,0,8220 grown mature pretty ampetc goes window bitch play me8221,1,1.0
23938,3,0,3,0,workout tweet instagram tweet text hoes xbox fall asleep young boys aint gotta clue grinding,1,1.0
14627,3,0,3,0,really bitch httptco4dvj9shrj5,1,1.0
19190,3,0,2,1,babies born hipsters come hospital beanies,1,1.0
17023,3,0,3,0,yoda pussy thats look like morning,1,1.0
8337,3,0,3,0,blah honesty need pussy thats,1,1.0
1405,3,0,3,0,8220 going dumb essay8221128514 bitch sad,1,1.0
10324,3,0,3,0,seein bitches whip wit boyfriend lookin like dad eye ballin comes ole salty ass bf,1,1.0
9986,3,0,3,0,dat headband shit purpose whole spurs team fuckin lookin weird lookin nicca,1,1.0
13117,3,0,3,0,bryan still bitch,1,1.0
3501,3,0,3,0,hurt hoes like,1,1.0
18184,3,0,3,0,bouta take shower fuck yo bitch httpstco7wq5qzsils,1,1.0
8760,3,0,0,3,cool fun thing ponder myriad space trash traveling thousands miles per hour right 8594 httptcol7zmxiyvqy,2,2.0
16548,3,2,0,1,bdubs packed beaners 128557128514,0,0.0
11264,3,0,1,2,thought albino tho 128563,2,2.0
14159,3,0,0,3,photo check background spooks httptcohx1wghjazy,2,2.0
13466,3,1,2,0,side pieces real jobs nigga dont fuck birds,1,1.0
13102,3,0,3,0,maybe ill love one day maybe well someday grow till sit drunk ass runway hoe,1,1.0
11518,3,0,3,0,im always dumb extra slow ass bitch 128574128530128514128584128553128175128074,1,1.0
21461,6,2,4,0,soft niggas usually send hate threw bitches,1,1.0
18610,6,0,6,0,like lunch little boynah bitch look im eating cause httptco7cva8grvds,1,1.0
1415,3,0,3,0,8220 niggaz bitches hiding behind gangs aint 128175 1280569749650398221 128588128175,1,1.0
18529,3,1,2,0,dad eyes redson smoked weed daddad dont lie crying faggot,1,1.0
13864,3,0,3,0,oh hope dre falls dickhole first pussy,1,1.0
16962,3,0,0,3,found brother charlie working dishes today dsn50 nasasocial httptcoonvuqns7ht,2,2.0
9151,4,0,4,0,ej wanna michael sam bitch bad,1,1.0
25022,3,0,3,0,gullible ones people go college intentions hoe k,1,1.0
4358,3,0,1,2,perfection brain crossed wires something dont know came concentrationmaybe ghetto one,2,2.0
1205,3,0,3,0,8220 waka tammy got ass beat httptco9in5iysnpi8221 ctfu niggas dont ever bitch back 128514128514,1,1.0
6002,3,2,1,0,youre reading coon,0,0.0
19842,3,0,3,0,nice im bitch hard 2 explain,1,1.0
20132,3,0,3,0,anything want life dont fucking bitch,1,1.0
14205,3,0,3,0,please excuse bitch ass phone hoe lately,1,1.0
10936,3,0,3,0,like hoe like hoe amusement,1,1.0
21654,3,0,3,0,stupid ass alex scary little bitch throw,1,1.0
24690,3,0,3,0,lol unfaithful hoes,1,1.0
18148,3,0,3,0,obama aint playin hoes httptcob6opj6d25y,1,1.0
7309,3,2,1,0,working route running catching youll good wr grier fun white trash racist uf fans fsu,0,0.0
12851,3,0,3,0,lmaoooooo dre really big sloppy bitch hes fat shit,1,1.0
6417,3,0,1,2,hey teabagger bohner said got 98 wanted sequester sound like moron everyone knows lying,2,2.0
7573,3,0,1,2,wagon burner jk jk look pretty latino,2,2.0
7828,3,0,3,0,bitches shameless straight bugoutsss,1,1.0
2115,3,1,2,0,jody niggah got boo pregnant niggah cant take responsibilities httptco7ufnj2njhp,1,1.0
19642,3,0,3,0,every bitch ass instagram bio like deleted 100k booking email backpagepussycom,1,1.0
15335,3,0,3,0,know youre gonna stalk tweets know youre dumb fucking bitch,1,1.0
6944,3,0,0,3,steek morele vinger maar j neus zelfde soort types bij nato stenigt vrouwen bosjes,2,2.0
17343,3,1,0,2,marry man woman people sloppery slopthen prevent bird marriage sandwich im lo8230,2,2.0
6697,3,3,0,0,stfu dyke looking hoe,0,0.0
4917,3,0,0,3,stockboyeveryone mocks,2,2.0
2063,6,1,5,0,broke tf outta niggah 24 104120410412041041204 stopped playen defense,1,1.0
14765,6,0,0,6,video 8220don8217t hurt yourself8221 hits jumper rookie proceeds talk trash httptcom8l0nvaim2 ht8230,2,2.0
12351,3,0,3,0,jealous niggas usually send hate threw bitches,1,1.0
7333,3,1,0,2,night jigaboo httptcovxkcg4ygxf,2,2.0
22205,3,0,3,0,bitches redundant,1,1.0
12481,3,1,2,0,touch jamaica tryna smoke two acres send nigguh makerr,1,1.0
21354,3,0,3,0,smh dreamed faggot wow dream lmfao start bottom httptcong0gywaehf,1,1.0
14026,6,0,6,0,things calm pussy cali tree,1,1.0
2407,3,0,1,2,thats ghetto thats sweet movie quote try,2,2.0
20098,6,0,6,0,amanda wants fizz protect herthis dude told yo ass multiple occasions let bitch,1,1.0
71,3,0,3,0,hennessey venom gt 128584 httptcoi8egmnkaj9 thats one sexy bitch,1,1.0
18708,3,0,3,0,four brothers showed bitch lot niggas wouldve killed wouldve killed victor sweet one l8230,1,1.0
8455,3,0,3,0,bum ass hoe,1,1.0
7121,3,1,2,0,bastard obama giving f-ing wetbacks,1,1.0
4371,3,0,3,0,suck throbbing pussy,1,1.0
20312,3,0,3,0,nick jonas hoe squeezing dick nick jonas gonna leaked nudes nick jonas less role model,1,1.0
4322,3,0,3,0,yep bitches dumb afloyal dumb lol,1,1.0
24664,3,0,3,0,lmao little bitch know978665039128564,1,1.0
5225,3,0,3,0,mutha fuckahs better bring brownies ever,1,1.0
21466,3,1,0,2,douche cubs redneck cubs fan freaked asking bites bloody berk hes like the8230 httptcoulc6cmvtki,2,2.0
25030,3,3,0,0,receptionist im always forced talk racist cunt called error said shell call 40 mins nothing,0,0.0
20655,3,1,2,0,nigga tell hoes hes taken hes real nigga,1,1.0
11525,3,0,3,0,im beating bitch jay jay ass see nigga really ova dead tho 128557128514128128128514128079,1,1.0
23315,3,0,0,3,whoo new attraction virginia city birds prey meet owl famous role harry potter httptco1nfsh5sccr,2,2.0
14247,3,0,3,0,pretty motherfucker pull bitch like,1,1.0
9930,3,0,3,0,happy birthday bitch tow botch ass car love cuz,1,1.0
11664,3,0,3,0,im saying though 128514128514128553128553 panties vs ion look like bitches tho,1,1.0
24239,3,1,2,0,deadass wanted sauce till shit got real niggas wanna back ooh iight smh pussy,1,1.0
2989,3,0,3,0,likes yo page wants make da lovin white girl wit colored man watchin pullin weenis,1,1.0
17908,3,2,1,0,niggaz like naked bitches ig pics niggaz dont love em,0,0.0
1548,3,0,3,0,8220 females know hoes really coolest chicksall sex asides8221lmao,1,1.0
11211,3,0,0,3,swear people cleaning office switch side trash vs recycling cans purpose mess,2,2.0
24761,3,0,3,0,never lose bitches chasing money 128524 priorities,1,1.0
17391,3,1,2,0,toss em office throw em trash trashbucketchallenge politicians run httpst8230,1,1.0
3249,3,1,2,0,unfortunate clothing choice hoes crooked belly ring completes dumb trash motif perfectly,1,1.0
2088,6,0,5,1,feel like mouthpiece cold 1041185 ill give lessons every niggah ever got turned low cost 2499 1043358 hmu,1,1.0
9699,3,0,3,0,girls watch hoes always something say bout man bc main one tryin fuck behind back,1,1.0
16701,3,2,1,0,dont see connection legitimizing queer lifestyle increase stds sexual deviancy- yo,0,0.0
19375,3,1,2,0,gonna believe mea cripple fuckn hippo,1,1.0
172,3,0,3,0,love hoes money wats wrong niggas,1,1.0
20994,3,0,3,0,ross got amber rose naked hoes aint loyal wiz,1,1.0
13666,3,0,3,0,niggas straight hoes bruh ima stop fuckin em,1,1.0
14736,3,0,3,0,according data bitch ass nigga,1,1.0
7983,3,1,2,0,adopted bitch dont give fuck kind mental illness claimin imma kill ya,1,1.0
20115,3,0,3,0,bitches came yeah threw party httptcot0wnbyvlrz,1,1.0
4965,3,0,0,3,crackers leave parched asf,2,2.0
4661,3,0,3,0,shoulda came bird mans shit lit,1,1.0
23125,3,0,3,0,whats bitches bed clothes walking streets like shit cute,1,1.0
22483,3,0,3,0,bitch tweets point minutes,1,1.0
13461,3,0,3,0,pussy worth 15,1,1.0
16577,3,0,1,2,pity parties trash amp dont throw,2,2.0
5933,3,0,3,0,hold fucking bitch,1,1.0
7829,3,1,2,0,coons use effect pictures,1,1.0
19891,3,0,0,3,thanks charlie httptcoiw06cceknd,2,2.0
16030,3,1,2,0,alright ill meet 128076 im fag fact brian dont give shit,1,1.0
8356,3,0,2,1,boozer trash,1,1.0
8625,3,0,3,0,cause im type nighha joke play around dont little bitch,1,1.0
3855,3,0,3,0,fuck pussy boi bitch,1,1.0
18876,3,0,3,0,swear huge bitches think baddest,1,1.0
2533,3,0,3,0,wheres bitch wit sammich,1,1.0
14475,3,0,0,3,rick scott refuses appear debate stage charlie crist illegal electronic fan httptcoqtpehb2sex via8230,2,2.0
18339,3,0,1,2,goes monkey bar meet swingers,2,2.0
15723,3,0,0,3,yep steve spurrier sorta compared alabama yankees theyve ny got biggest payroll dont win ever8230,2,2.0
2471,3,1,2,0,haha says little bitch let someone take phone real man wouldnt let happen little bitch would,1,1.0
3340,3,1,2,0,babe thought countsbitch thot,1,1.0
5860,6,0,6,0,small pussy size plugs,1,1.0
10714,3,1,2,0,hate wishy washy bitch,1,1.0
5894,3,0,3,0,wigg love bitch 128536,1,1.0
6352,3,0,0,3,last planet apes kids minute,2,2.0
4111,3,0,3,0,use coconut oil faggot,1,1.0
3166,3,0,2,1,youre welcome miss nig nog,1,1.0
16448,3,0,1,2,today something dope tomorrow thing trash next month irrelevant next year classic,2,2.0
2000,3,0,0,3,8220 feel sorry anyone paid lic edc trash music8221,2,2.0
22524,3,0,2,1,hoe reathie tripping 128514128514128514128514,1,1.0
13076,3,0,3,0,mann jada pickett badddddd bitch lawd,1,1.0
23601,3,0,0,3,yea buddy lot nba trash talk going,2,2.0
2161,3,0,3,0,yall hoes get turned reason 10412041041204 like owieee got tats bang wifi password 1041191 httptcovxads6boha,1,1.0
16760,3,0,3,0,got niggas got bitches,1,1.0
16684,3,1,0,2,oreo adorable httptco5zmzvt0sul,2,2.0
24387,3,0,3,0,hahaha dude timeline says bitch every tweethahaha im rollin lol,1,1.0
21172,6,1,5,0,even hoe name,1,1.0
7538,6,0,6,0,bitch sayin leaving since 3,1,1.0
17911,3,0,3,0,bitches set moment stop fucking mad,1,1.0
21685,3,0,3,0,sumn wrong wit da pussy een tho aint gonn hit ima still make sure dat gushy,1,1.0
22548,3,0,0,3,true charlie clips coldest battle rapper debating,2,2.0
877,3,0,3,0,pornandroidiphoneipadsexxxx anal bbc anal creampie bitch httptco3xneg5mnrk,1,1.0
17818,3,0,3,0,come somebody please get ps4 willing eat pussy need,1,1.0
7584,3,1,2,0,nah bama fans aint finna nigger running offense,1,1.0
15265,3,0,0,3,flappy birds cheat codes httptconu6gjyqdjj,2,2.0
1715,3,2,1,0,8220 phone charging backwards 1285338221 retarded,0,0.0
3863,3,0,3,0,tf bitch brain surgery aint tell,1,1.0
4195,3,1,2,0,u really got coons dreaming,1,1.0
16057,3,1,2,0,gotta talk shit another nigga get pussy weaaak,1,1.0
5912,3,0,3,0,ill slap hoe,1,1.0
4861,3,0,0,3,hey hun,2,2.0
10376,6,0,6,0,neva count stash cause always lose count neva keep bitch cuz put hoes,1,1.0
1854,3,0,3,0,8220 8220 need get laid 128514128514128514128514 sike im celibatebitches like 12807012807012807012807012807012807012807082211280648221128064,1,1.0
3571,3,0,3,0,right pussy,1,1.0
24416,3,0,3,0,hi neither dumb bitch im pretty smart one genuinely nice people ive ever met,1,1.0
22989,3,0,3,0,delivering bitch,1,1.0
3903,3,0,0,3,taking franks advice ate yellow snow,2,2.0
24254,3,0,3,0,bitches still love sosa lmfaoooooooooooo,1,1.0
13462,3,1,2,0,reaction spoiled white kid says nigga like thug everytime whiggers httptcofzvwc7askw,1,1.0
6784,3,0,0,3,lol getting thisearly bird catches worm,2,2.0
8333,3,3,0,0,black people like disgust laughing someone died dumb monkey ass niggas like need locked stupidity,0,0.0
14515,6,1,5,0,broke hoes 3 words face,1,1.0
20298,3,0,3,0,pussy pussy,1,1.0
2738,3,0,3,0,im mexican enough real beaners yet mexican americanized beaners,1,1.0
24321,4,0,4,0,first thing meet famous starsell hoe,1,1.0
20125,3,0,3,0,look every bitch ass walk past,1,1.0
13546,3,0,3,0,never bring hoes house cause bitches talk,1,1.0
5964,3,0,2,1,going full retard right smh,1,1.0
14090,3,0,0,3,panda express trash wanted chinese didnt feel like gettin car,2,2.0
19207,3,0,3,0,blow shit get fatter white trash love holiday,1,1.0
3748,3,0,3,0,trap anywhere wanna aint bitch n rarely solo,1,1.0
16388,3,0,3,0,girl told period immediately power bombed hoe ass,1,1.0
6680,3,0,0,3,lmaooo call phone want birds migos voice,2,2.0
12653,3,0,3,0,left last bitch along aint need stressing 128564,1,1.0
5300,3,0,0,3,according place kitchen excuse take trash,2,2.0
1785,3,0,3,0,8220 imma pull eat pussy dip8221,1,1.0
18749,3,0,3,0,straight 128686 hoes weak httptcow7tej28anr,1,1.0
15166,3,0,3,0,bitches brag goin gym still shaped like patron bottle cuh,1,1.0
175,3,0,3,0,charlie sheen real httptcogggdk3kov7 major fucking respect charlie sheen,1,1.0
24622,6,0,6,0,jooooooked 8220 4 old hoes ponk dyke outchea girl talk8221lmao,1,1.0
24457,3,0,3,0,httptcobpu86qzyft kleopatra 8211 ivory skinned nubile kleopatra fingers shaved160pussy httptcov6ibgutmwq,1,1.0
1512,3,0,3,0,8220 boney shit right 1285148221i seen em walking street ctfu crib tho lucky nig,1,1.0
625,3,1,2,0,talk like fag shits retarded thats cool scro lots tards living total kick-ass lives,1,1.0
14874,3,1,0,2,abel 43 yrs old beaner working home depot didnt want hang major l,2,2.0
14284,3,0,3,0,pussy mouth pussy pinky ring,1,1.0
5171,3,0,3,0,bitch lol,1,1.0
11644,3,0,3,0,im fuck bitch shit,1,1.0
6718,3,0,3,0,fight expose hoes super gay shit anything negative since thats society works,1,1.0
908,3,0,3,0,pornandroidiphoneipadsexxxx italian baby pussy httptco1o7ajdbjlc,1,1.0
1020,6,0,6,0,128514128514128514128514128514 brittany bitch u dog man 128514128514128514999665039999665039128553128553128553128553128553128553128569128569128584128584128584128584,1,1.0
1556,3,0,2,1,8220 128525128525128525128525 httptcoqmhkkqh8hg8221kid yellow rock hard,1,1.0
17142,3,1,2,0,tell hoes gotta glo one day,1,1.0
996,3,0,3,0,128514128514 stomach pain like mufucka nigga thats rating bitches 310 httptcoyflfubj2po,1,1.0
20867,3,0,2,1,free wop,1,1.0
10816,3,0,0,3,really light colored eyebrows naturally ok,2,2.0
23714,3,0,3,0,aint got job diploma money bitch parents dont give money weed yet need act like adults,1,1.0
5843,3,1,2,0,cause youre damn border bunny forget already,1,1.0
12466,3,0,3,0,sayin hoe fuck u bitch,1,1.0
1906,6,0,1,5,8220 tag friend sucks flappy bird8221,2,2.0
10931,6,0,6,0,let hoes make much,1,1.0
20834,3,1,2,0,yall hoes spend 300 bundles mk purse matching wallet nails done dont ev8230,1,1.0
16240,4,0,4,0,fixing car 10000the fade hoe gone catch pricless httptcoqmu2um1nc3,1,1.0
4063,3,0,3,0,breeding nation pussies hell man manif hes pussyim concerned pussies amp psychos,1,1.0
7585,6,1,0,5,ghetto gold needa first music vid,2,2.0
18364,3,0,3,0,pussy must pop severely 8220 im single 128514 httptcozhojnaokme8221,1,1.0
14979,6,0,6,0,realize bae hoe httptcookvjxdl7zw,1,1.0
15372,3,1,2,0,hey boy half breed chiricahua apache ass eatmytazer,1,1.0
3177,3,0,0,3,wouldnt share wave trash cans,2,2.0
12855,3,0,3,0,lmaoooooooo dangelo prolly nice shit madden lmao fat bitch,1,1.0
3438,3,1,0,2,ill ask question support border jumpers support illegals,2,2.0
13978,3,0,3,0,one nigs hollered cici ima keep low key tho one lol,1,1.0
17748,3,0,3,0,yall niggas really love hoes nigga qualities huhshe roll blunt better wifey now8230,1,1.0
6131,3,0,3,0,thanks hoe128522,1,1.0
20935,6,1,5,0,real niggas speaking bitch u better listen,1,1.0
23822,3,0,3,0,caught bitch cheatin work shes dude tryin get fuck slittin throat cut bitchs head,1,1.0
3536,3,1,2,0,lol nigga walk hoe looking girls dont even wanna buy nothing,1,1.0
5252,3,1,2,0,dont raise ur hand niggah,1,1.0
22146,3,0,0,3,yellow thing sky dont know make,2,2.0
3866,3,0,3,0,lets get group together amp something negro im home,1,1.0
23535,3,0,3,0,yall tweet shit everytime get back bitch,1,1.0
11811,3,0,3,0,bitch bit dick id probably beat shit,1,1.0
